path	filename	aocr:verbatimInstitution	aocr:verbatimScientificName	dwc:associatedTaxa	dwc:catalogNumber	dwc:country	dwc:county	dwc:datasetName	dwc:dateIdentified	dwc:decimalLatitude	dwc:decimalLongitude	dwc:eventDate	dwc:fieldNotes	dwc:habitat	dwc:identifiedBy	dwc:municipality	dwc:occurrenceRemarks	dwc:recordedBy	dwc:recordNumber	dwc:scientificName	dwc:sex	dwc:stateProvince	dwc:substrate	dwc:verbatimCoordinates	dwc:verbatimElevation	dwc:verbatimEventDate	dwc:verbatimLatitude	dwc:verbatimLocality	dwc:verbatimLongitude
ACIS/Data/parsed/herb	NY_01498142.csv	Herbarium FAIRCHILD TROPICAL GARDEN	Polypremum procumbens L.		01498142	BAHAMA ISLANDS		PLANTS OF BAHAMA ISLANDS				1975-08-18	on flat gravelly soil along canal					D.S. Correll	46023	Polypremum procumbens L.						August 18, 1975		Great Inagua: on flat gravelly soil along canal near Lighthouse just south of Matthew Town.	
ACIS/Data/parsed/herb	NY_01498124.csv	Herbarium FAIRCHILD TROPICAL GARDEN	Polypremum procumbens L.		01498124	Bahamas		PLANTS OF THE WEST INDIES				1980-07-22	in dry soil		D.S.Correll			Ruben & Diane Sauleda	3746	Polypremum procumbens L.						July 22, 1980		Bahamas: Great Abaco, in dry soil around main buildings at Sandy Point airstrip.	
ACIS/Data/parsed/herb	NY_00754868.csv	Herbarium, Department of Biology University of Puerto Rico, Mayagüez	Bambusa multiplex (Loureiro) Raeuschel		00754868	Puerto Rico		Plants of Puerto Rico				2000-05-16	Culms golden-orange, some of them flowering & those dying; stamens pale yellowish.					G.J. Breckon	6097	Bambusa multiplex (Loureiro) Raeuschel		Yauco			185m.	16 May 2000	18°04'39"N	Yauco: Bo.Susúa Alta. Susúa Forest Reserve. 18°04'39"N, 66°54'23"W, Alt. 185m. Planted along road to Campamento Susúa at Quebrada Peces.	66°54'23"W
ACIS/Data/parsed/herb	NY_01498127.csv	NEW YORK BOTANICAL GARDEN	Polypremum procumbens L		01498127			Plantae Cubenses Wrightianae.				1878						C. WRIGHT	3633	Polypremum procumbens L.		JALISCO			6	1878	22° N. Lat.	CHIEFLY IN THE REGION OF SAN LUIS POTOSI.	
ACIS/Data/parsed/herb	NY_01334523.csv	HERBARIUM OF THE NEW YORK BOTANICAL GARDEN	Lindernia diffusa (L. ) Wettst.		01334523	DOMINICAN REPUBLIC		PLANTS OF DOMINICAN REPUBLIC	1984-06-15			1966-11-05	Trailing herb, flowers white. In pasture		D. A. Qualls			Bro. B.A. Lavastre	2332	Lindernia diffusa (L.) Wettst.						Nov. 5, 1966		V illa Mella.	
ACIS/Data/parsed/herb	NY_01334370.csv	THE NEW YORK BOTANICAL GARDEN	Capraria biflora L		01334370	CUBA		EXPLORATION OF CUBA	1919			1910-03-24/1910-03-25	1m. high		FWP.			N. L. Britton	5847	Capraria biflora L.		Province of Santa Clara				March 24, 25, 1910		Province of Santa Clara Rio San Juan	
ACIS/Data/parsed/herb	NY_01498031.csv	INSTITUTE OF JAMAICA	Linociera		01498031	JAMAICA		FLORA OF JAMAICA				1961-04-24	Tree 10 m. tall; fl. white, fragrant.	Wooded limestone hillside.				George R. Proctor	22206			WESTMORELAND			1200-1400 ft.	April 24, 1961		Clarks Wood district, southeast of WOODSTOCK.	
ACIS/Data/parsed/herb	NY_01497997.csv	THE NEW YORK BOTANICAL GARDEN	May e pea domingensis (Lam) Krug & Urban		01497997	CUBA		EXPLORATION OF CUBA	1939			1910-01-10	DECIDUOUS WOODS AND THICKETS	moist woods	C & M			J. A. SHAFER	3498	Mayepea domingensis (Lam) Krug & Urban		ORIENTE			450-550 METERS ALTITUDE	January 10, 1910		SIERRA NIPE, NEAR WOODFRED, ORIENTE DECIDUOUS WOODS AND THICKETS, 450-550 METERS ALTITUDE	
ACIS/Data/parsed/herb	NY_01334466.csv	NEW YORK BOTANICAL GARDEN FIELD MUSEUM OF NATURAL HISTORY	Capraria biflora L		01334466	CAICOS ISLANDS		EXPLORATION OF THE BAHAMAS.	1996-07-30			1907-12-14/1907-12-16			J. Williams & B.L. Turner			PERCY WILSON	7640	Capraria biflora L.						DEC. 14-16, 1907		CAICOS ISLANDS, South Caicos.	
ACIS/Data/parsed/herb	NY_01334306.csv	Herbarium FAIRCHILD TROPICAL GARDEN	Buchnera floridana Gandog. (Buchnera elongata Sw.)		01334306	BAHAMA ISLANDS		PLANTS OF BAHAMA ISLANDS				1974-01-29	Flowers lavender.					D. S. Correll & R. K. Godfrey	41293	Buchnera floridana Gandog.		Andros				Jan. 29, 1974		Andros: on moist flat in opening in pineyard, Twin Lakes region.	
ACIS/Data/parsed/herb	NY_01498155.csv	EX HERB. HORT. REG. KEW.	Spigelia anthelmia L.		01498155				1968-12						Homer Hurley			H. H. & G. W. SMITH. COMM. F. D. GODMAN, F.R.S.	45431	Spigelia anthelmia L.									
ACIS/Data/parsed/herb	NY_01498191.csv	HERBARIUM FAIRCHILD TROPICAL GARDEN	Spigelia anthelmia L.		01498191	BAHAMA ISLANDS		PLANTS OF BAHAMA ISLANDS	2001-05-30			6/6/1977	in sandy soil near beach area		F.J. FERNÁNDEZ CASAS			D.S.Correll & G.R. Proctor	48780	Spigelia anthelmia L.						June 6, 1977		Crooked Island: in sandy soil near beach area at Landrail Landing.	
ACIS/Data/parsed/herb	NY_01498139.csv	NEW YORK BOTANICAL GARDEN	Polypremum procumbens L.		01498139			Plantae Cubenses Wrightianae.										C. WRIGHT	3633	Polypremum procumbens L.									
ACIS/Data/parsed/herb	NY_01334464.csv	The University of Texas Herbarium (LL, TEX)	Capraria biflora, L.		01334464			Flora of St. Croix, D. W. Indies.	1996-07-30			1896-02			J. Williams & B.L. Turner			ALFRED E. RICKSECKER	301	Capraria biflora L.		St. Croix				Feb. , 1896		Bassin yard.	
ACIS/Data/parsed/herb	NY_00641566.csv	SMITHSONIAN INSTITUTION From THE UNITED STATES NATIONAL HERBARIUM	Bambusa tuldoides Munro		00641566	PUERTO RICO						1983-02-10	Cultivated.					Thomas R. Söderström	2647	Bambusa tuldoides Munro		Mayagüez				10 February 1983		Mayagüez: Federal Experiment Station.	
ACIS/Data/parsed/herb	NY_00754870.csv	Smithsonian Institution	Bambusa tulda Bentham		00754870	PUERTO RICO						1974-02-24	Cultivated.					Thomas R. Soderstrom & D.P. Armstrong	2050	Bambusa tulda Bentham		Mayagüez				24 February 1974		Mayagüez: Federal Experiment Station.	
ACIS/Data/parsed/herb	NY_00227158.csv	The New York Botanical Garden	Jasminum fluminense Vell.		00227158	NAVASSA ISLAND		PLANTS OF NAVASSA ISLAND				1998-07-25	dry vegetation dominated by Metopium, Ficus, and Sideroxylon, over rough limestone.					William R. Buck and Thomas A. Zanoni	34158	Jasminum fluminense Vell.						25 July 1998	18°24'N	18°24'N, 75°01'W; along old railroad track N of lighthouse to end of track;	75°01'W
ACIS/Data/parsed/herb	NY_00629823.csv	THE NEW YORK BOTANICAL GARDEN	Avena sativa L.		00629823	PORTO RICO		EXPLORATION OF PORTO RICO				1914-02-11/1914-02-12						N. L. Britton J. F. Cowell		Avena sativa L.		San Juan				Feb. 11, 12, 1914		Vicinity of San Juan	
ACIS/Data/parsed/herb	NY_01498134.csv	CARNEGIE MUSEUM, PITTSBURGH, PA.	Polypremum procumbens L.		01498134			PLANTS OF THE ISLE OF PINES EXPEDITION OF CARNEGIE MUSEUM, MAY, 1910				1910-05-22						OTTO E. JENNINGS.	502	Polypremum procumbens L.						May 22		Near Caleta Grande on south coast	
ACIS/Data/parsed/herb	NY_01334354.csv	The New York Botanical Garden	Buchnera elongata Sw.		01334354	DOMINICAN REPUBLIC			1986			1946-09-09	Lavender flowered herb of hillsides in pine woods. Plant mixed in with Pteridium.		KAV			R. A. & E. S. Howard	9350	Buchnera elongata Sw.		prov. San Juan				Sept. 9, 1946		DOMINICAN REPUBLIC prov. San Juan	
ACIS/Data/parsed/herb	NY_00198997.csv	JARDIN BOTANICO NACIONAL "DR. RAFAEL M. MOSCOSO" SANTO DOMINGO, REPUBLICA DOMINICANA	Polyscias		00198997	República Dominicana						1980-12-10	2 m. tall shrub; seeds shiny black; branches erect					M. Mejía, T. Zanoni	9771	Polyscias		Distrito Nacional				December 10, 1980		cultivated in Gran Cañada. República Dominicana: Distrito Nacional: city of Santo Domingo; Jardín Botánico Nacional, Avenidas República de Columbia and Los Proceres.	
ACIS/Data/parsed/herb	NY_00499088.csv	THE NEW YORK BOTANICAL GARDEN	Gerardia hispidula Mart		00499088	CUBA		EXPLORATION OF CUBA	1914			1910-09-05/1910-09-12	Corolla purplish, 1.2 cm long		FWP.			N.L. BRITTON	7240	Gerardia hispidula Mart		PROVINCE OF PINAR DEL RIO				SEPT. 5-12, 1910		VICINITY OF PINAR DEL RIO	
ACIS/Data/parsed/herb	NY_01498168.csv	Herbarium FAIRCHILD TROPICAL GARDEN	Spigelia anthelmia L.		01498168	BAHAMA ISLANDS		PLANTS OF BAHAMA ISLANDS	2001-05-31			1974-04-16	in disturbed soil		F.J. FERNÁNDEZ DASAS			D. S. Correll	42069	Spigelia anthelmia L.						April 16, 1974		South Bimini: in disturbed soil near ferry landing at Yacht Club.	
ACIS/Data/parsed/herb	NY_00198985.csv	JARDIN BOTANICO NACIONAL "DR. RAFAEL M. MOSCOSO"	Polyscias fruticosa Harms.		00198985	REPUBLICA DOMINICANA						1981-08-04	Arbusto utilizado como seto 3m. Hojas palmatilobuladas, foliolos con dientes. Inflorescencia umbeliforme. Flores de petalos verdosos, 5 petalos y 5 Estambres, blancos.					Santiago Peláez Feucht.	193	Polyscias fruticosa Harms.		Distrito Nacional				4 de Agosto, 1981		República Dominicana:Distrito Nacional:Jardín Botánico Nacional:Plantas en cultivo en el area del Museo y Pabellon Docente.	
ACIS/Data/parsed/herb	NY_00020326.csv	The New York Botanical Garden	Forestiera eggersiana Krug & Urb.		00020326	Puerto Rico		PLANTS OF PUERTO RICO				1994-10-28	Formerly coastal forest, windswept by ocean breezes. Limestone rock. Uncommon. Single erect setem, 3 m tall. Lf dark green. Fl light yellow Green.					T. A. Zanoni, D. Atha & M. Vives	47249			Municipio Quebradillas			100 m	28 Oct 1994	18°29'N	Municipio Quebradillas: Barrio Terra Nova, along Route 4485 at km 2 (from Rt 485).	66°56'30"W--66°56'30"W
ACIS/Data/parsed/herb	NY_01498110.csv	Collected for the Atkins Institution of the Arnold Arboretum in Santa Clara Province	Cynoctonium mitreola (L.) Brit.		01498110	CUBA		PLANTS OF CUBA	1974			1941-07	Fls. white; herb on rocks in creek.		A.J.M. Leeuwenberg			R.A.Howard	5719	Cynoctonum mitreola (L.) Britton					3-400m.	July 1941		MINA CARLOTA, SE of CUMANAYAGUA, SIERRA DE SAN JUAN Alt. 3-400m.	
ACIS/Data/parsed/herb	NY_01334419.csv	INSTITUTO DE ECOLOGÍA Y SISTEMÁTICA (La Habana) REAL JARDÍN BOTÁNICO (Madrid)	Capraria biflora L.		01334419	CUBA		BREVIS PER CUBAM PEREGRINATIO	1996-07-30			1988-06-21	sobre substrato petrano calizo		J. Williams & B.L. Turner			Fer-nández Casas	10689	Capraria biflora L.		MATANZAS				21-VI-1988		MATANZAS: entre Matanzas y Varadero, junto a la finca llamada Carbonera, 17QMF5352	
ACIS/Data/parsed/herb	NY_01498176.csv	NEW YORK BOTANICAL GARDEN	Spigelia anthelmia L.		01498176	ST. KITT'S		PLANTS OF ST. KITT'S	1968-12			1901-09-08/1901-10-05			Homer Hurley			N.L. BRITTON AND J.F. COWELL	243	Spigelia anthelmia L.						SEPT. 8 - OCT. 5, 1901		Cane fields near Basseterre	
ACIS/Data/parsed/herb	NY_01497992.csv	THE NEW YORK BOTANICAL GARDEN	Mayepea domingensis (Lam) Krug & Urban		01497992			EXPLORATION OF CUBA	1939			1910-03-07	Tree 10m.,petals white	Ravine	C & M			N.L. BRITTON	5168	Mayepea domingensis (Lam) Krug & Urban					550 METERS	March 7, 1910		TRINIDAD MOUNTAINS, SANTA CLARA ARROYO TRINTARIO, RIO NEGRO, 550 METERS ALTITUDE	
ACIS/Data/parsed/herb	NY_01334473.csv	HERBARIUM OF THE UNIVERSITY OF MICHIGAN	Capraria biflora L.		01334473	BAHAMAS		PLANTS OF NEW PROVIDENCE ISLAND, BAHAMAS	1996-07-30			1952-09-03/1952-09-05			J. Williams & B.L. Turner			Siri von Reis	249	Capraria biflora L.		NEW PROVIDENCE ISLAND				September 3 - 5, 1952		Along ocean road on n. side of island.	
ACIS/Data/parsed/herb	NY_01334398.csv	Atkins Institution of the Arnold Arboretum	Capraria biflora L.		01334398	CUBA		PLANTS OF CUBA	1996-07-30			1940-06/1940-08	a decumbent semi-woody herb of 1-2 feet, fls white, edge of woods		J. Williams & B.L. Turner			W.H.Hodge	4592	Capraria biflora L.		Santa Clara			3-400m	June July Aug. 1940		Mina Carlota, SE of Cumanayagua, Sierra de San Juan Alt. 3-400 m.	
ACIS/Data/parsed/herb	NY_01334391.csv	HERBARIO DE LA SALLE Vedado, Habana, CUBA	Capraria biflora L		01334391	CUBA		Plantas de CUBA. Prov. PINAR DEL RIO	1996-07-30			1955-05-20	Woods:		J. Williams & B.L. Turner			Bro. Alain	4295	Capraria biflora L.		Prov. PINAR DEL RIO				May 20, 1955		Woods: Sierra del Jíbaro, El Ancón Estate, Viñales.	
ACIS/Data/parsed/herb	NY_01498067.csv	FAIRCHILD TROPICAL GARDEN	Cynoctonum mitreola (L.) Britt.		01498067	Bahama Islands		PLANTS OF BAHAMA ISLANDS				1974-03-24		in moist area.				D. S. Correll & H. B. Correll	41996	Cynoctonum mitreola (L.) Britt.						March 24, 1974		New Providence: in pineyard near Adelaide.	
ACIS/Data/parsed/herb	NY_01334543.csv	University of North Carolina, Chapel Hill	Lindernia diffusa (L.) Wettst.		01334543	JAMAICA		REVISIONARY STUDIES IN LINDERNIA ALLIONI	1984-06-15			1906-09-25	Lawn		D. A. Qualls			N. L. BRITTON	835	Vandellia diffusa L.						SEPTEMBER 25, 1906		Constant Spring to Annatto Bay	
